1	-1.961244	-0.028711	0.982972
2	-1.961422	-0.027733	0.973312
3	-1.960889	-0.026667	0.968188
4	-1.962667	-0.026933	0.968625
5	-1.961422	-0.030311	0.969414
6	-1.961244	-0.032089	0.968828
7	-1.960711	-0.033956	0.967795
8	-1.961600	-0.033778	0.967267
9	-1.960711	-0.037333	0.963962
10	-1.961067	-0.044978	0.962135
11	-1.961244	-0.044356	0.960643
12	-1.961422	-0.047556	0.962681
13	-1.960356	-0.042400	0.962301
14	-1.963556	-0.046667	0.959508
15	-1.962489	-0.045156	0.958575
16	-1.961422	-0.041156	0.957893
17	-1.960889	-0.039911	0.957752
18	-1.960889	-0.038844	0.956361
19	-1.961956	-0.038311	0.955133
20	-1.961600	-0.038044	0.957363
21	-1.962489	-0.037156	0.955256
22	-1.961244	-0.038400	0.954863
23	-1.963911	-0.039111	0.953953
24	-1.962667	-0.039022	0.952267
25	-1.963200	-0.036800	0.952066
26	-1.962489	-0.036800	0.953488
27	-1.963733	-0.036711	0.954113
28	-1.962667	-0.037067	0.953214
29	-1.961422	-0.040978	0.948832
30	-1.963022	-0.042756	0.951090
31	-1.962667	-0.044267	0.949534
32	-1.962311	-0.044444	0.950418
33	-1.962311	-0.046844	0.952213
34	-1.960178	-0.049244	0.949387
35	-1.960889	-0.049867	0.948568
36	-1.961067	-0.055022	0.948949
37	-1.962844	-0.052444	0.947870
38	-1.960178	-0.050222	0.946425
39	-1.961600	-0.047911	0.950937
40	-1.960711	-0.047911	0.948626
41	-1.962311	-0.046400	0.946449
42	-1.963022	-0.045778	0.945667
43	-1.962311	-0.042400	0.943989
44	-1.959467	-0.050667	0.942234
45	-1.961067	-0.050489	0.944017
46	-1.960000	-0.053867	0.943028
47	-1.960533	-0.053600	0.941169
48	-1.959111	-0.054489	0.939898
49	-1.961600	-0.054400	0.938390
50	-1.961422	-0.060178	0.936174
51	-1.962489	-0.064356	0.934540
52	-1.961422	-0.061600	0.932932
53	-1.962489	-0.063022	0.928801
54	-1.961067	-0.063556	0.925585
55	-1.962311	-0.063644	0.924605
56	-1.963022	-0.064267	0.923075
57	-1.957867	-0.062844	0.920451
58	-1.962133	-0.062311	0.919222
59	-1.961244	-0.060356	0.918747
60	-1.964089	-0.058311	0.924230
61	-1.964089	-0.056800	0.923474
62	-1.961067	-0.057689	0.922737
63	-1.962667	-0.057422	0.919634
64	-1.963200	-0.055378	0.917827
65	-1.963733	-0.056089	0.918695
66	-1.961956	-0.051556	0.914830
67	-1.962311	-0.049156	0.912678
68	-1.963200	-0.051289	0.911549
69	-1.962311	-0.047822	0.908184
70	-1.964267	-0.045333	0.909503
71	-1.963378	-0.046400	0.911782
72	-1.961244	-0.044711	0.910499
