4.16 3.0 2.2692
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.156 0.724 0.522
0.0 0.0 0.0
0.0 0.0 0.0
1.046 0.6 0.378
0.0 0.0 0.0
0.922 0.518 0.358
0.0 0.0 0.0
0.856 0.446 0.276
0.0 0.0 0.0
0.714 0.396 0.25
0.0 0.0 0.0
0.592 0.326 0.264
0.0 0.0 0.0
0.548 0.336 0.222
0.552 0.318 0.214
0.462 0.272 0.148
0.0 0.0 0.0
0.442 0.274 0.196
0.408 0.224 0.122
0.35 0.224 0.116
0.356 0.164 0.11
0.364 0.202 0.098
0.298 0.174 0.118
0.266 0.15 0.094
0.508 0.28 0.126
0.238 0.15 0.056
0.206 0.096 0.084
0.436 0.236 0.112
0.178 0.114 0.05
0.402 0.168 0.088
0.356 0.198 0.096
0.278 0.182 0.098
0.302 0.182 0.088
0.256 0.156 0.078
0.364 0.216 0.094
0.21 0.118 0.046
0.282 0.138 0.082
0.316 0.128 0.058
0.238 0.118 0.064
0.256 0.118 0.042
0.21 0.1 0.042
0.278 0.122 0.066
0.248 0.118 0.066
0.26 0.124 0.054
0.152 0.072 0.036
0.23 0.13 0.06
0.15 0.102 0.036
0.212 0.116 0.03
0.202 0.076 0.04
0.19 0.106 0.052
0.186 0.098 0.056
0.196 0.108 0.026
0.164 0.08 0.036
0.166 0.074 0.032
0.174 0.076 0.024
0.146 0.07 0.026
0.174 0.076 0.032
0.12 0.064 0.022
0.176 0.07 0.034
0.128 0.056 0.036
0.11 0.05 0.018
0.14 0.076 0.026
0.118 0.052 0.008
0.124 0.058 0.006
0.08 0.06 0.02
0.11 0.062 0.016
0.14 0.072 0.01
0.106 0.08 0.014
0.136 0.052 0.014
0.104 0.076 0.016
0.136 0.08 0.014
0.114 0.068 0.016
0.094 0.084 0.02
0.134 0.096 0.014
0.134 0.104 0.004
0.138 0.15 0.006
0.192 0.156 0.008
0.184 0.212 0.01
0.142 0.33 0.022
0.076 0.316 0.004
0.006 0.164 0.03
0.0 0.034 0.016
0.0 0.0 0.024
0.0 0.0 0.086
0.0 0.0 0.216
0.0 0.0 0.614
0.0 0.0 0.012
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
