# 3.0000
-0.784000 -0.009600 0.051753
-0.779200 0.030400 -0.043351
-0.787200 0.038400 0.031388
-0.830400 0.028000 0.013587
-0.868800 0.014400 0.015171
-0.848000 -0.012800 0.018337
-0.809600 -0.072800 -0.038207
-0.803200 0.026400 0.058479
-0.782400 -0.026400 -0.002479
-0.796800 0.022400 -0.025290
-0.828800 -0.036800 0.003720
-0.793600 0.027200 -0.028767
-0.800000 0.008000 0.050739
-0.852800 0.146400 0.016367
-0.862400 0.016000 -0.039322
-0.835200 0.108000 0.028179
-0.782400 0.062400 0.018806
-0.812800 0.136800 0.005720
-0.760000 0.038400 -0.021412
-0.804800 -0.075200 0.025132
-0.812800 -0.043200 0.024888
-0.796800 -0.000800 -0.021554
-0.830400 0.040800 -0.009550
-0.848000 0.036000 -0.018874
-0.734400 0.028000 -0.010413
-0.784000 0.082400 -0.016746
-0.878400 0.128000 -0.005773
-0.846400 -0.070400 0.000855
-0.867200 0.080800 -0.016654
-0.785600 -0.004800 -0.026924
-0.825600 -0.164000 0.035846
-0.760000 0.009600 -0.042153
-0.798400 -0.061600 -0.051652
-0.764800 0.000000 0.006400
-0.803200 -0.041600 0.010396
-0.801600 -0.056000 0.012826
-0.843200 -0.080800 -0.021746
-0.888000 -0.031200 0.013797
-0.859200 0.003200 -0.046584
-0.840000 -0.005600 0.015523
-0.828800 -0.023200 -0.017064
-0.817600 0.020000 -0.013152
-0.822400 0.096000 -0.042330
-0.891200 -0.089600 -0.047639
-0.753600 0.019200 -0.082706
-0.793600 -0.008000 -0.031539
-0.758400 0.000800 -0.002446
-0.889600 -0.064000 -0.041114
-0.800000 0.016000 -0.031322
-0.820800 0.017600 0.002186
# 2.9800
-0.809600 -0.040800 0.070498
-0.769600 0.031200 -0.027275
-0.817600 0.053600 -0.006529
-0.888000 0.025600 -0.044061
-0.838400 0.043200 0.013496
-0.779200 -0.006400 0.000815
-0.808000 -0.066400 -0.007841
-0.835200 0.029600 -0.027271
-0.803200 0.070400 0.024631
-0.828800 0.075200 -0.002580
-0.867200 -0.050400 0.022521
-0.808000 -0.098400 -0.006164
-0.804800 -0.054400 0.037731
-0.817600 -0.098400 0.027436
-0.889600 -0.096000 0.052230
-0.843200 0.019200 0.058354
-0.808000 -0.063200 -0.003048
-0.830400 0.067200 0.067839
-0.798400 0.010400 -0.009625
-0.785600 0.133600 -0.005121
-0.812800 0.109600 0.028537
-0.820800 -0.048800 0.017717
-0.822400 0.083200 0.013400
-0.849600 0.012800 0.002369
-0.796800 -0.137600 -0.048470
-0.836800 -0.099200 -0.024562
-0.900800 0.028800 0.000731
-0.804800 -0.072000 0.074573
-0.803200 0.041600 0.007100
-0.780800 -0.076800 0.055384
-0.806400 -0.069600 -0.012633
-0.768000 0.044000 0.019094
-0.795200 0.004800 -0.029612
-0.852800 0.031200 0.011125
-0.793600 0.056000 0.008666
-0.700800 0.066400 0.020641
-0.833600 -0.042400 0.011302
-0.764800 0.031200 -0.038475
-0.876800 0.084000 -0.005002
-0.809600 -0.046400 0.032911
-0.841600 0.088000 -0.060211
-0.745600 -0.061600 0.032148
-0.865600 -0.041600 -0.059900
-0.824000 -0.013600 -0.019167
-0.827200 0.120800 0.014110
-0.872000 -0.080000 0.045792
-0.868800 0.012000 -0.016029
